temperature,humidity,moisture,soil_type,crop_type,N,P,K,soil_pH,fertilizer
20.344655962759393,65.07158611520212,41.81422835876545,Sandy,wheat,45.32804298020091,36.95668839663252,36.75236690857832,6.1446326370891144,NPK_10_26_26
27.340998849775723,68.9883243093665,45.88393025273797,Sandy,rice,44.32876553080378,49.69114360160147,50.892142982355146,7.944262341223138,Zinc_Sulphate
27.716714323988498,70.21890506463016,47.68222406427009,Black,sugarcane,44.221466172652725,37.17428516024218,39.42050449228391,6.3200531174124706,NPK_10_26_26
25.19433764849174,67.67824571306927,48.65844131264185,Red,cotton,47.89146221802983,47.35090945086242,27.967734343145988,6.794478264443833,MOP
26.381001214281795,68.40075166937547,43.80228029657868,Clayey,rice,47.55191061920929,55.07209915433472,25.66389005750101,6.500203122404584,MOP
27.735993803320433,64.0108590046304,43.32125315929068,Clayey,sugarcane,44.316335946479725,40.0096570576741,32.36695249168132,5.8194586096965475,NPK_10_26_26
21.88286894188287,67.62830586371868,41.970153022750495,Loamy,maize,56.85197660563144,25.175917819459343,34.02180615183137,7.03340433538421,DAP
17.683188826715693,62.117239203420844,35.66321577723655,Red,rice,59.039537415109585,30.752563714937626,40.505050585873576,7.295111870073428,DAP
32.86893123207733,69.25821783764194,54.036307858722786,Black,pulses,52.106661775241164,47.049168936333885,37.9277698408762,6.1859264178924915,NPK_19_19_19
20.82052186046145,70.29815284170913,52.692374033497096,Clayey,maize,46.5344901809184,49.16939911233233,43.73346285626133,6.0655957139598735,NPK_19_19_19
28.12612506734591,69.23074993407005,50.647593638871264,Loamy,maize,52.702264682956354,40.88590929114827,29.18435365867429,6.809463137935501,NPK_19_19_19
23.993217477916236,60.16923799038777,45.33812780808126,Sandy,cotton,37.35687725931822,46.14822897426096,46.36186373898457,5.874999916247074,Organic_Compost
34.123382009138965,75.97394815480372,54.27054116268799,Loamy,cotton,44.745329401257955,51.621819004088564,21.925440536817362,6.27352692853951,MOP
22.517433168909676,64.9780264716828,44.12547099279612,Loamy,maize,38.24271896483268,49.95670708922663,42.18107737655707,6.73445537231735,Organic_Compost
30.739448597924856,69.30222276357878,47.00697925097449,Clayey,maize,45.93414797185177,48.072398754493705,48.545561337862985,7.646484799629659,Zinc_Sulphate
27.49182731996231,62.57053216910369,40.2049925758095,Clayey,maize,45.84960183661272,52.02847301071224,45.52992921161746,7.559762186584159,Zinc_Sulphate
26.67544448443991,64.68548050497941,34.85109122224789,Loamy,wheat,48.89689473005291,12.767598651929237,46.46855893388512,7.359453236673498,SSP
22.53418413016996,55.88843961493822,30.82963015762845,Sandy,sugarcane,54.75554561877004,28.582433101960177,46.27345542081016,6.816836745656618,DAP
23.913607366530023,71.63857939931903,48.71510734629901,Black,cotton,47.6307071878223,45.75398883573746,37.08506494565843,6.559576758380541,MOP
24.393349003653867,83.48114915099195,50.16596681391218,Loamy,cotton,31.980915607906823,45.004957306301776,50.003058301665966,6.447685755007775,Urea
33.69709396602025,66.47267885290839,47.67190379500771,Red,wheat,45.54190437445269,48.46405596989395,50.73137547642726,7.852935984853591,Zinc_Sulphate
25.509109514805168,75.11108495909885,49.552888640288856,Loamy,rice,35.841219956374296,47.18882535206319,45.761938664939564,6.607886413905417,Urea
31.53108125336927,81.9698225223176,62.39926491948118,Sandy,sugarcane,29.2720174564935,48.62336357507983,50.46609356161756,6.141568898508155,Urea
24.726544045886463,57.181069151871895,41.05887196041144,Loamy,sugarcane,39.558497196876004,46.14665065517886,42.14885891923006,6.4437650838430445,Organic_Compost
26.694730962442733,62.23741286584064,37.478641065172326,Sandy,wheat,35.66565010625021,43.74037776813481,42.53350951060562,6.196049719804494,Organic_Compost
21.303659106879174,64.6194717528746,44.521048669003235,Red,wheat,42.99674052725724,36.47593070027824,35.23391796227362,6.145552328232392,NPK_10_26_26
26.861738318115577,63.67132116262799,42.8882155177716,Clayey,maize,38.28633442793692,51.9936486221133,37.23970297482089,6.339086567785986,Organic_Compost
27.16684521815937,63.36765069233895,36.71672553515374,Sandy,wheat,50.32823629832757,15.342714643346115,38.62077382777328,6.9733176339585885,SSP
19.47182418865197,67.2988183445168,36.459146804493045,Red,maize,58.977849882357816,26.761268039802474,44.308694531090566,6.64188804317152,DAP
30.714176438879527,73.94097828946526,52.72664645999009,Clayey,pulses,34.02296929735084,61.46230173586359,41.42513675425394,6.657678286459371,Urea
23.124784315581596,72.65180054685295,48.40755467753301,Sandy,pulses,47.05829314496983,41.60001431666413,43.52103115805962,6.424361057006419,NPK_19_19_19
30.986017113804,76.97017987417453,59.509941026629626,Clayey,cotton,29.836172110807716,48.38553419527443,42.13092781690394,6.10102084148378,Urea
29.176905903636175,64.08100027635497,47.36451520356168,Red,cotton,42.9128093931304,53.098183639663475,53.42560274807865,7.385263501743724,Zinc_Sulphate
20.748252686681937,65.73394786752552,42.36456944097874,Black,sugarcane,55.43411968962078,25.944164418128064,43.65436352024778,6.97167105857576,DAP
16.77687485850059,67.47003651449221,52.3668780970193,Loamy,maize,51.566033743779364,45.21832612267088,48.558246661239544,6.344477912342791,NPK_19_19_19
35.371149346305614,79.03803300752256,59.425421475573025,Black,wheat,31.693892500952863,50.93519160722469,40.37659751715152,6.254341180280428,Urea
26.417463690280677,72.47409307383325,41.721949060834255,Black,pulses,53.060174539466885,44.85719600503453,48.20448969713984,6.431297140824585,NPK_19_19_19
28.707653955868146,60.84940151918363,46.07294339697351,Sandy,wheat,39.37079602710398,45.9742683655122,36.345880233222445,6.200399534970873,Organic_Compost
29.701821134358177,69.92613427600647,49.784630413853144,Red,cotton,44.83743238191561,53.764070715731265,27.402679671194008,6.378871398242288,MOP
32.00010377879815,66.63057234203251,40.09528526687834,Red,maize,43.72104889082652,47.9257520665311,49.133829156657725,7.6964087306739035,Zinc_Sulphate
27.993743022447024,76.04884479477344,56.728343768430534,Clayey,maize,30.770804912693688,49.61685511954625,45.745465394708845,6.848630501272567,Urea
32.26344936926897,59.3966848832287,33.43469696141983,Loamy,rice,57.083837072271436,23.494382950355963,44.64804270573211,6.757920633425608,DAP
27.899976245303137,62.39058891149539,45.46120725696427,Clayey,sugarcane,42.95925346696279,42.10529473616205,50.447433959919834,6.248706049783331,Organic_Compost
26.50432357883429,63.91576471157885,37.85210216995734,Loamy,rice,51.832207701667194,25.579704512888632,49.62716668153215,6.953970773686283,SSP
19.38687977170818,61.44063793321239,36.936999870243916,Sandy,rice,58.52594549765824,20.13156134204648,53.05315605987465,7.076845871630533,DAP
22.77017638333559,69.77446665544028,48.196022171770196,Clayey,sugarcane,46.60382117812374,47.348081602315034,30.336080446596203,6.340986752990788,MOP
31.043709060640268,61.65749686948574,38.45244855802277,Loamy,sugarcane,36.74397500011418,44.54632277127254,42.95760178104943,5.9248267079622545,Organic_Compost
29.94883943345421,71.99753618519185,50.852791993631975,Red,wheat,54.28678245562791,42.39913852719504,34.30785797748029,6.740854141588348,NPK_19_19_19
34.13817410817933,74.8228763022388,37.38829068112698,Loamy,wheat,42.868503159385,33.14432869902154,37.0513373966148,6.035603396139609,NPK_10_26_26
28.440930145533336,58.92827103845908,42.94943142225095,Loamy,cotton,51.39716183328769,16.681254965446534,43.94420346180909,6.7509161760455845,SSP
21.8883256345756,64.48057141088188,41.02382105075955,Clayey,maize,59.90591417811089,33.27898174257631,43.95971938079938,7.057826108351834,DAP
23.04831241381316,70.67912375625323,36.658690873804126,Loamy,pulses,59.48712708716649,12.558345130576921,48.016176254570034,6.635872670853566,DAP
29.37327151011661,63.77092225278093,40.49513948003443,Sandy,cotton,40.909819080278254,49.008784537234014,34.245153234029736,6.4979385449968445,Organic_Compost
26.64718791727898,67.403371287618,53.64153257096324,Black,wheat,47.57517686488977,59.99703994023608,49.52941746831383,7.152117828559081,Zinc_Sulphate
19.723648767948212,76.37206273244658,52.25102504017959,Loamy,wheat,52.31567010515421,49.88155629348834,32.73963613163636,6.525567743815887,MOP
32.70518938122783,62.48708032814946,49.61722979285832,Loamy,maize,49.32560879700823,48.471138651229154,50.59948709289684,7.668598118278061,Zinc_Sulphate
28.924811085699584,58.92760632490705,44.54797355439309,Sandy,cotton,55.65861716705355,27.92480242973614,45.406938722552546,6.86916511793081,SSP
17.47023093729736,72.51251788871812,44.194875802218135,Black,sugarcane,49.64976571929468,47.450832118936894,24.64643446645264,6.699858713274862,MOP
29.551649723703548,58.037646468046646,37.67609272119256,Sandy,sugarcane,49.8515377734869,21.440156613397214,54.17236502645656,7.353959494885237,SSP
28.280972695489123,66.23403159324876,34.97783380173223,Red,wheat,56.255130554652624,24.9622851341531,35.4665314268042,6.781371147798161,DAP
14.32531944830033,61.852986961674404,34.551900949587456,Loamy,maize,58.927593061430116,26.839050646222546,51.8938500635764,6.82705849047482,DAP
28.91140516895317,76.82507206905912,51.05902547369335,Black,sugarcane,55.431142973366406,37.08095483702409,37.97182304466835,6.625487323511129,NPK_19_19_19
26.18987500900991,58.63935090469275,41.028974961859525,Black,rice,49.534675211908926,20.91865636593979,52.08600008663412,6.851181522104634,SSP
32.094860227876275,68.7294497683071,41.897592571021725,Sandy,wheat,46.60813575073613,50.82260816582556,45.976252495169405,7.693649179548417,Zinc_Sulphate
26.240903228206676,75.20688778487876,50.29117020234466,Black,rice,52.174803512404125,41.891223424212086,44.20786707731512,6.7699347919983275,NPK_19_19_19
40.0,68.01525731519006,47.758374328232904,Red,sugarcane,43.70091272516692,31.036874197493884,33.780853192424345,5.952509717771648,NPK_10_26_26
18.274482872066965,62.896529279725286,42.751448906250594,Black,sugarcane,41.80932257275925,41.05809029199558,46.68570911016572,6.079050154321345,Organic_Compost
18.283283545540414,75.40919514170349,45.7478752101347,Clayey,cotton,48.41943218956214,39.75258591788642,38.93949148227454,6.393053040000623,NPK_19_19_19
21.206866942426288,55.908608807650026,40.49402278306691,Clayey,rice,51.32141382507734,19.703364289657046,47.24506689071152,7.146895024778279,SSP
18.37988284407438,61.32605251120683,38.150219771731315,Loamy,cotton,47.07571777525278,23.481440237941772,50.698434348191014,6.9110071481201665,SSP
20.192217266347686,67.015836104005,45.52477358471898,Sandy,wheat,44.58679427700908,36.975170448162324,33.10469745418556,6.37027331023784,NPK_10_26_26
29.05402075835661,74.93907955992383,43.898450767392696,Clayey,maize,44.464792461386445,31.220855137380845,38.96059014289501,6.498389888894405,NPK_10_26_26
29.932015374756123,67.31010262230424,43.454669435650466,Sandy,sugarcane,42.22952896051941,39.18462866392813,40.75242008625114,6.32370365190035,NPK_10_26_26
26.037917072905245,77.8362386241439,59.03475017490361,Clayey,maize,31.045767598796196,56.36010677439515,50.92413512406913,6.412924825009046,Urea
22.080449410688388,75.40473901750843,51.73759373572798,Red,rice,50.842750857666104,49.00792333763297,34.22278567187162,6.318784130055067,NPK_19_19_19
23.041625512062083,58.9571967264608,34.5339421410647,Red,rice,38.15363222730442,46.10404843931405,46.18845818333648,6.1877344249963295,Organic_Compost
17.25452757870631,69.9753549512935,36.314241076911784,Clayey,rice,40.51464700394466,45.170963881361736,36.35037574929222,6.029013559512799,Organic_Compost
21.72464275629965,69.96325774242867,41.82494389699712,Loamy,rice,46.05589313376896,41.55904598471365,26.19118185349352,5.839378134391405,NPK_10_26_26
29.403277478994713,67.54199817555916,46.45087184316175,Black,cotton,45.022106613228495,49.02034064744156,33.34156902190375,6.4527608403021395,MOP
21.517447120852196,63.93805821406525,38.03868317041862,Loamy,maize,59.82440008176426,22.208083349438358,49.3095607189529,6.874989061341441,DAP
18.43055549591702,60.1286302894689,40.30126572459294,Red,wheat,41.86566591163679,53.68826748260751,42.73703704532162,6.030078990200029,Organic_Compost
25.211317329559456,62.56625350803212,42.98988622559622,Red,maize,43.6363096300027,42.51500313346041,45.1041389641042,6.250931326811743,NPK_10_26_26
23.334317062185548,79.50704715717397,59.83130691229263,Red,rice,28.669470366304733,52.330586905421534,50.849640238876894,6.37263833740854,Urea
26.24983030935431,76.7581539804661,59.344895488976896,Clayey,wheat,30.88217507818178,48.41424968019492,44.24825122990151,6.418887402637065,Urea
34.28635625533385,77.01043289056456,48.68779591369191,Red,maize,53.54623342547047,48.72848017003269,32.63392842660204,6.502312746506528,NPK_19_19_19
31.650107267444852,76.01868186421515,52.1081936148391,Red,cotton,36.15443641826394,49.29858702623618,44.510082376196,6.804904164274764,Urea
26.603639814410734,63.85299052432865,48.56056623189918,Red,sugarcane,47.5702668164651,50.95070614321916,51.88527911122699,7.931302955453057,Zinc_Sulphate
15.158051429920828,60.30018632950894,42.16352227543331,Clayey,pulses,50.809784116232876,28.87978846807271,47.293688799338305,7.348376132417404,SSP
31.680226114098268,68.7830678997257,46.03068640874341,Sandy,pulses,43.3973287959497,45.80427704433264,31.47548018587169,6.152467479654415,MOP
35.91460394353702,64.43106929879742,35.40935771905583,Clayey,rice,53.558548446861174,18.840095182754844,41.02360094924692,6.820373292351084,SSP
25.075681791862216,70.76502716935735,50.98946562439003,Black,wheat,30.992724080189767,50.56387563518029,40.69523080036754,6.249624833734881,Urea
15.060645954597202,58.12586260111966,41.24568563423064,Clayey,sugarcane,50.418078303756836,10.289166839449916,48.783471488365706,6.9202794535863426,SSP
19.77397255970365,61.52481294099949,39.12875317055463,Clayey,pulses,59.126640796599354,26.591224198272158,50.26284799543452,6.617423959946479,DAP
22.311616990926876,63.954040007757676,36.497788939989135,Clayey,rice,41.90189684329793,52.73645880193784,48.96182810101491,6.4464996364597065,Organic_Compost
33.10360005673326,68.70206868029287,50.152417818739266,Clayey,rice,43.423820228471094,47.53428595443833,52.894320494616466,7.70782618570999,Zinc_Sulphate
18.766760628310912,70.59465939382571,39.59286274563037,Sandy,pulses,40.850183429881916,35.95525259140219,41.60012438618796,6.232788180891373,NPK_10_26_26
28.60422446769755,59.724979625753704,42.06830526550474,Clayey,cotton,47.304903701015895,19.336557678965065,50.8770112132369,7.648199005850854,SSP
19.367414734432845,64.16549374460456,26.908340605244852,Loamy,cotton,58.98985065646723,20.11631868153996,49.09585509313262,7.097669845480068,DAP
25.191435367278107,62.1910159269581,36.80832188178424,Clayey,cotton,47.13512739637872,17.869046922136814,53.101639880186774,7.173469345080031,SSP
23.5519914556778,60.770725508579886,33.15706971889538,Black,rice,53.38773796548638,30.917084599595402,40.52832825492224,7.044812121052404,DAP
34.131551931152075,69.53004158375319,46.8140860521663,Red,cotton,48.28178696160417,51.15113792416993,51.68402520416019,7.939863020870045,Zinc_Sulphate
26.37318909012834,58.02015524172047,39.84982522102681,Black,rice,39.93197204693034,45.88225973581508,38.03892616675459,6.166972045207176,Organic_Compost
29.85137095744965,72.84398677749057,47.40426499572987,Loamy,maize,43.929166619013934,52.9494186843821,50.26740018251048,7.564167152740309,Zinc_Sulphate
21.862314866615833,60.00325081602371,44.21560340801661,Clayey,maize,38.20829197628981,39.328588223640274,49.883139603365166,6.7478909229561514,Organic_Compost
27.486560615888845,61.88078606137496,45.843508017531775,Loamy,cotton,39.14132855729532,50.55938119196895,33.796392283409624,6.398156197158202,Organic_Compost
20.01841728460558,60.895993306483994,35.549331935516044,Clayey,pulses,56.74390877351397,24.84329086977553,44.53046575472689,6.771063933033178,DAP
27.86922271666784,61.256789289041976,53.17040754189691,Black,pulses,49.21848811138147,53.48011250840881,32.90085016481762,6.604617388602233,MOP
24.730638394078213,61.47772097647736,44.712392945465204,Black,sugarcane,39.43412934186647,51.21609567732946,37.89207178019224,6.218406211503977,Organic_Compost
29.456703380775554,75.08106969313403,45.87970059732388,Black,sugarcane,52.90349884436949,40.61481742152171,43.52207427103908,6.525869418440724,NPK_19_19_19
22.097927858709888,63.751926327979845,36.8493380767465,Black,wheat,55.60576629773143,25.04492384420152,42.12979392548401,6.751371082118845,DAP
32.06174175437571,72.59343557023902,53.64108223350332,Loamy,maize,35.004296241887985,55.362265638737306,57.99903087343243,6.270175856694895,Urea
27.32595425710606,80.7195557603833,54.19181023089399,Black,rice,34.37127880817831,57.28041786098528,52.035762916410164,5.960758485337253,Urea
32.5431921634685,60.8068882995572,47.097488460831094,Black,cotton,50.66539197830698,51.180664494680286,29.11201751923314,6.3759279637417325,MOP
28.34024791320556,65.50705785233298,40.3816638164176,Loamy,wheat,46.26374979752282,54.758207349929,49.213009804866694,7.4566486952206175,Zinc_Sulphate
28.94819646869445,65.22647420057234,53.06008690514369,Red,rice,46.641305296852835,44.48751263708462,49.30224888934819,7.459293462032782,Zinc_Sulphate
28.747540957088102,62.1044561892235,42.992371563586374,Clayey,rice,40.772516755920854,56.75396287886753,44.08980673090825,6.225768550235807,Organic_Compost
16.27897861287957,74.00821529490547,47.59654949056457,Loamy,wheat,45.673321097839725,34.816693359016604,36.32838283274658,5.911767892507561,NPK_10_26_26
20.171424761810158,66.40854693146139,47.86072626942514,Black,sugarcane,46.08136289996143,48.564844828978224,47.358001434523,7.3863705081272,Zinc_Sulphate
26.10229242258392,73.02894893890611,47.233676614257675,Red,cotton,54.28316124841011,39.08890316031435,46.36884513061808,6.502442561376005,NPK_19_19_19
24.39132260273501,65.29645851391732,43.02218893317814,Sandy,maize,51.99458864117362,26.126643861674253,47.3344862539639,7.263489339673454,SSP
25.409509750446112,58.57771524323868,41.14092928933958,Loamy,pulses,40.68968459181233,43.838592816685484,46.17367498279103,6.469261481563722,Organic_Compost
28.14894467157041,74.3290502702653,47.95024741950937,Sandy,wheat,46.057513340457234,48.93854018310853,21.766916215811676,6.660704961065052,MOP
17.12122072139773,57.235883684682726,36.54596992658528,Black,rice,40.24491561797219,46.82564671257835,48.13747439935161,5.700675627248338,Organic_Compost
23.067780924117187,70.18088922074749,43.681973775592034,Red,maize,49.22525321715419,49.59981582274315,28.475337875874285,6.707794452561625,MOP
37.7259551088108,61.319255682312104,44.4127757322483,Sandy,rice,45.541868309265496,48.14367601387377,50.80941688418964,7.724117227683083,Zinc_Sulphate
30.479142971912804,60.77302509801499,43.80995070398441,Red,wheat,38.428474769491416,42.17110723387093,38.52211410544779,5.996754083717474,Organic_Compost
31.74544950792062,59.079178963074455,54.519294421686155,Red,rice,51.35619916045408,50.459211709108686,42.947583307800876,7.656119159373684,Zinc_Sulphate
23.39713634635071,65.49022509739933,37.710655565263316,Clayey,pulses,56.034190998518795,22.49982925699986,48.43329006372175,6.9766099119661025,DAP
23.860948747018863,66.07544031726647,35.066818978130215,Clayey,wheat,62.45256107759521,23.491384635131478,38.95099642390228,6.7840536557701085,DAP
26.437513705840054,61.07770610247252,35.429482807762156,Red,wheat,56.405789728635995,25.41280272800396,44.19184176827661,6.627073140089791,DAP
21.541978616780916,83.40379443330774,66.8884590572069,Red,pulses,29.229814712442796,43.94075306367123,45.04338952101014,6.467451336624225,Urea
29.045297029873645,71.03673320359454,51.74946128053554,Clayey,sugarcane,51.91162795084354,41.77419321774428,45.33521715881463,6.5402755992003225,NPK_19_19_19
26.960133089597896,63.28154136936959,40.796798443541995,Clayey,sugarcane,40.73037847410893,46.530331640433445,46.61487787062953,6.365027745403918,Organic_Compost
29.03574345360583,68.55383585399561,44.68630592152213,Red,cotton,49.44058137331821,46.18834548812667,34.53870823429238,6.950438462055042,MOP
17.483528830558832,66.98860826255044,43.36202303000611,Red,wheat,47.038544507280214,36.521767658293534,34.078507482602085,6.231593914500779,NPK_10_26_26
14.182269554003444,66.4523144998051,35.938611691354154,Sandy,maize,47.90322339284014,22.795223539981855,49.02179422522399,7.032361760665633,SSP
26.838944154709854,68.39153279444763,43.386920114426374,Loamy,rice,44.97520528995342,43.938513533624466,30.59406469033748,6.61136570252595,MOP
24.373990668130123,64.85399168625172,42.501952487868316,Black,pulses,43.2431418028555,46.64731661193539,36.99028656659024,5.837195968549988,NPK_10_26_26
27.665283778946172,79.14901722353514,57.78984849710365,Loamy,rice,30.93530680524213,42.49720162869594,39.95384951446179,7.014295079437808,Urea
